loss,params,iteration,estimators,train_time
0.23024678274400012,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.880683867295047, 'learning_rate': 0.19551187838964745, 'min_child_samples': 435, 'num_leaves': 45, 'reg_alpha': 0.2878847550683644, 'reg_lambda': 0.01708657132205149, 'subsample_for_bin': 240000, 'subsample': 0.5170383307975128}",12,102,1878.3994101569988
0.22505832858350983,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.890014582561619, 'learning_rate': 0.055447027994085955, 'min_child_samples': 65, 'num_leaves': 61, 'reg_alpha': 0.9748302452710026, 'reg_lambda': 0.23383881520136884, 'subsample_for_bin': 40000, 'subsample': 0.895813092308513}",13,514,1643.7941275010016
0.22819386591518276,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9124225863241522, 'learning_rate': 0.019199675385015214, 'min_child_samples': 225, 'num_leaves': 102, 'reg_alpha': 0.1916434813532829, 'reg_lambda': 0.6896940625642513, 'subsample_for_bin': 200000, 'subsample': 0.7560708555481161}",14,989,2533.2808635690017
0.22314491197267472,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6220082377595529, 'learning_rate': 0.03565154266775181, 'min_child_samples': 225, 'num_leaves': 70, 'reg_alpha': 0.41007410794253185, 'reg_lambda': 0.45276116373350317, 'subsample_for_bin': 280000, 'subsample': 0.7661806376140439}",15,204,15.163620628009085
0.22616292138291139,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6826115664358082, 'learning_rate': 0.17232942613953312, 'min_child_samples': 485, 'num_leaves': 117, 'reg_alpha': 0.010598426894564361, 'reg_lambda': 0.7063665010867298, 'subsample_for_bin': 120000, 'subsample': 0.905149067692514}",16,142,1825.8563485129998
0.24086032615859876,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.853102917239426, 'learning_rate': 0.011767912024933956, 'min_child_samples': 110, 'num_leaves': 114, 'reg_alpha': 0.3369787449812449, 'reg_lambda': 0.5773835691302064, 'subsample_for_bin': 40000, 'subsample': 1.0}",17,84,9.563179263001075
0.22445499902590338,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7706879189819607, 'learning_rate': 0.03598378193909862, 'min_child_samples': 135, 'num_leaves': 67, 'reg_alpha': 0.9645612747608906, 'reg_lambda': 0.9616204046171472, 'subsample_for_bin': 60000, 'subsample': 0.5253657477796922}",18,219,16.749447773996508
0.22863029596507267,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8464791720356762, 'learning_rate': 0.10875645732896141, 'min_child_samples': 380, 'num_leaves': 112, 'reg_alpha': 0.002436386070584051, 'reg_lambda': 0.09460288039448272, 'subsample_for_bin': 180000, 'subsample': 0.7153773885862027}",19,190,2115.165751791006
0.2391472646808801,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6048404419661536, 'learning_rate': 0.06644368221542607, 'min_child_samples': 85, 'num_leaves': 66, 'reg_alpha': 0.776616518870496, 'reg_lambda': 0.5854944753883532, 'subsample_for_bin': 300000, 'subsample': 1.0}",20,15,4.539415555991582
0.22753322590656322,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.98063536544944, 'learning_rate': 0.026978814186666762, 'min_child_samples': 330, 'num_leaves': 84, 'reg_alpha': 0.5908793087814889, 'reg_lambda': 0.8622306559237783, 'subsample_for_bin': 80000, 'subsample': 0.932285013180736}",21,275,18.146021808002843
0.223374712383403,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6462737017535378, 'learning_rate': 0.012324921239448035, 'min_child_samples': 310, 'num_leaves': 33, 'reg_alpha': 0.08059600901783015, 'reg_lambda': 0.29125095623622194, 'subsample_for_bin': 260000, 'subsample': 0.8643530487801971}",22,830,28.507948706988827
0.2239271209537088,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7060372959647947, 'learning_rate': 0.02561408416317966, 'min_child_samples': 285, 'num_leaves': 84, 'reg_alpha': 0.41588642148824095, 'reg_lambda': 0.19403399697022816, 'subsample_for_bin': 20000, 'subsample': 0.7631347273529762}",23,276,19.241290874997503
0.22210983567036746,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6281704201727462, 'learning_rate': 0.010242774499691548, 'min_child_samples': 245, 'num_leaves': 47, 'reg_alpha': 0.24862621587556788, 'reg_lambda': 0.8833655063071846, 'subsample_for_bin': 280000, 'subsample': 0.7950270278686}",24,981,42.24980892200256
0.22312837360651727,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6382207519050704, 'learning_rate': 0.013922290836745834, 'min_child_samples': 355, 'num_leaves': 51, 'reg_alpha': 0.08331100679392561, 'reg_lambda': 0.9050619888343019, 'subsample_for_bin': 80000, 'subsample': 0.8710677230120218}",25,628,28.561372794007184
0.22349343135414323,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7025783014920511, 'learning_rate': 0.014026637137003419, 'min_child_samples': 265, 'num_leaves': 36, 'reg_alpha': 0.23915446735899976, 'reg_lambda': 0.8217477910039765, 'subsample_for_bin': 20000, 'subsample': 0.9853012663786448}",26,711,27.372428225993644
0.22321613991638245,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6599657883792525, 'learning_rate': 0.010828879012860322, 'min_child_samples': 310, 'num_leaves': 150, 'reg_alpha': 0.09496704110038665, 'reg_lambda': 0.9987451302364897, 'subsample_for_bin': 160000, 'subsample': 0.6739386953655861}",27,758,39.388398854993284
0.2271147424629758,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9878576172858811, 'learning_rate': 0.02830007059380261, 'min_child_samples': 245, 'num_leaves': 54, 'reg_alpha': 0.2730850975625051, 'reg_lambda': 0.913248961910154, 'subsample_for_bin': 280000, 'subsample': 0.837081084556638}",28,237,16.257869926994317
0.2235317014513689,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7413602057817098, 'learning_rate': 0.015730905757470312, 'min_child_samples': 200, 'num_leaves': 42, 'reg_alpha': 0.548194614611728, 'reg_lambda': 0.6342649792324557, 'subsample_for_bin': 300000, 'subsample': 0.668436232958761}",29,534,24.12139399800799
0.22221209065026626,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6047863221414648, 'learning_rate': 0.010029357540324598, 'min_child_samples': 270, 'num_leaves': 78, 'reg_alpha': 0.3848362914731258, 'reg_lambda': 0.8012579678783422, 'subsample_for_bin': 120000, 'subsample': 0.9467785128171573}",30,799,43.94455639299122
0.22702871815321746,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9514982954320943, 'learning_rate': 0.010647435202622178, 'min_child_samples': 375, 'num_leaves': 80, 'reg_alpha': 0.702975661850556, 'reg_lambda': 0.7802311740279058, 'subsample_for_bin': 140000, 'subsample': 0.9868665644585488}",31,711,35.1399149360077
0.22502726437443932,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8092562140482292, 'learning_rate': 0.02262249115070001, 'min_child_samples': 150, 'num_leaves': 97, 'reg_alpha': 0.6327279181082852, 'reg_lambda': 0.649008925826663, 'subsample_for_bin': 100000, 'subsample': 0.9291302410082312}",32,299,27.255644119999488
0.24955123311559935,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6934106002070682, 'learning_rate': 0.13441361051668033, 'min_child_samples': 290, 'num_leaves': 76, 'reg_alpha': 0.46565304247168254, 'reg_lambda': 0.8098433394845249, 'subsample_for_bin': 140000, 'subsample': 1.0}",33,7,2.266775661992142
0.223432616412506,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7643888063227744, 'learning_rate': 0.010294958070603944, 'min_child_samples': 205, 'num_leaves': 56, 'reg_alpha': 0.3671236588191277, 'reg_lambda': 0.9709800455740856, 'subsample_for_bin': 240000, 'subsample': 0.8101993204317138}",34,837,43.15806627100392
0.2219613098071489,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6309090481072027, 'learning_rate': 0.02188849699179275, 'min_child_samples': 30, 'num_leaves': 92, 'reg_alpha': 0.4896673119214021, 'reg_lambda': 0.512514993226362, 'subsample_for_bin': 120000, 'subsample': 0.5998112887842357}",35,354,29.568155806002324
0.23615946538408739,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7244072208686545, 'learning_rate': 0.03152102629291628, 'min_child_samples': 30, 'num_leaves': 92, 'reg_alpha': 0.5417890526223542, 'reg_lambda': 0.36446756144272185, 'subsample_for_bin': 180000, 'subsample': 1.0}",36,31,7.848044276994187
0.22241801960409535,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.633315398784828, 'learning_rate': 0.022445740253607956, 'min_child_samples': 90, 'num_leaves': 103, 'reg_alpha': 0.6498218933391543, 'reg_lambda': 0.507913827358004, 'subsample_for_bin': 80000, 'subsample': 0.6132642826162686}",37,321,29.123045898988494
0.22241329989537673,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6699609331164579, 'learning_rate': 0.021665601145004806, 'min_child_samples': 30, 'num_leaves': 91, 'reg_alpha': 0.46378932620193614, 'reg_lambda': 0.17050715403091532, 'subsample_for_bin': 100000, 'subsample': 0.5870381723271564}",38,369,30.44679988200369
0.2387829243290518,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8189121633137536, 'learning_rate': 0.014957038711366505, 'min_child_samples': 55, 'num_leaves': 124, 'reg_alpha': 0.29903349575096555, 'reg_lambda': 0.3121188434174268, 'subsample_for_bin': 200000, 'subsample': 1.0}",39,66,10.26585546800925
0.2256681366079203,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7185416323648706, 'learning_rate': 0.04189806940845316, 'min_child_samples': 155, 'num_leaves': 136, 'reg_alpha': 0.7320682244437916, 'reg_lambda': 0.37372844189734156, 'subsample_for_bin': 220000, 'subsample': 0.7096853393750444}",40,135,18.133654924997245
0.2243677039956452,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7880740678253702, 'learning_rate': 0.016994242593040432, 'min_child_samples': 195, 'num_leaves': 146, 'reg_alpha': 0.5230884095215975, 'reg_lambda': 0.49861225924256636, 'subsample_for_bin': 140000, 'subsample': 0.5715410233216228}",41,421,34.3134484320035
0.2254657445024144,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7522745643126539, 'learning_rate': 0.048791929055876725, 'min_child_samples': 120, 'num_leaves': 108, 'reg_alpha': 0.13754018625147946, 'reg_lambda': 0.7486572164145547, 'subsample_for_bin': 280000, 'subsample': 0.723754325403368}",42,122,16.176008648995776
0.24552940108414756,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6534886787310877, 'learning_rate': 0.012549433084587959, 'min_child_samples': 445, 'num_leaves': 125, 'reg_alpha': 0.8549441006770059, 'reg_lambda': 0.0926354081338559, 'subsample_for_bin': 160000, 'subsample': 1.0}",43,79,4.711783153994475
0.2236187330542161,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.617529451835516, 'learning_rate': 0.06380982449416238, 'min_child_samples': 90, 'num_leaves': 96, 'reg_alpha': 0.2267100976886095, 'reg_lambda': 0.0029590776902076454, 'subsample_for_bin': 240000, 'subsample': 0.5210782259828257}",44,399,2278.2636619589903
0.22275987872291558,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6911169948243778, 'learning_rate': 0.019714220811124027, 'min_child_samples': 175, 'num_leaves': 49, 'reg_alpha': 0.4176409652855794, 'reg_lambda': 0.6421557511718189, 'subsample_for_bin': 60000, 'subsample': 0.8047066495607382}",45,483,23.700536682008533
0.22807242632404123,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9113961533496484, 'learning_rate': 0.016470565870602635, 'min_child_samples': 345, 'num_leaves': 60, 'reg_alpha': 0.33364498351781025, 'reg_lambda': 0.8493334402184518, 'subsample_for_bin': 120000, 'subsample': 0.6358328302213067}",46,1873,2015.6995240690012
0.22462863072334294,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6751831256961702, 'learning_rate': 0.032221292502488695, 'min_child_samples': 395, 'num_leaves': 85, 'reg_alpha': 0.5857400124123949, 'reg_lambda': 0.40976702708163043, 'subsample_for_bin': 260000, 'subsample': 0.6053836199439797}",47,267,14.051636616000906
0.24454086210782067,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.600722354786575, 'learning_rate': 0.02410781615129743, 'min_child_samples': 470, 'num_leaves': 73, 'reg_alpha': 0.052184756738437976, 'reg_lambda': 0.26888786211046833, 'subsample_for_bin': 220000, 'subsample': 1.0}",48,41,3.1872949750104453
0.22530697861090876,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6283339720454238, 'learning_rate': 0.019144509163903877, 'min_child_samples': 495, 'num_leaves': 129, 'reg_alpha': 0.1266801797745013, 'reg_lambda': 0.5078673876457754, 'subsample_for_bin': 180000, 'subsample': 0.6371573361265875}",49,1834,1690.218536950997
0.22868481225681925,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.950787738072048, 'learning_rate': 0.08156079542374224, 'min_child_samples': 240, 'num_leaves': 105, 'reg_alpha': 0.49085699279220635, 'reg_lambda': 0.741732134329714, 'subsample_for_bin': 40000, 'subsample': 0.7163563530775643}",50,70,10.284393622991047
0.2229578503978371,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7823959935840522, 'learning_rate': 0.030124527923716036, 'min_child_samples': 25, 'num_leaves': 62, 'reg_alpha': 0.6523447959136319, 'reg_lambda': 0.6084191313780235, 'subsample_for_bin': 100000, 'subsample': 0.6392337690396088}",51,338,22.627044836990535
0.2238812459721371,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.651927089920379, 'learning_rate': 0.013042849282981387, 'min_child_samples': 75, 'num_leaves': 41, 'reg_alpha': 0.9190499464775728, 'reg_lambda': 0.939111961523119, 'subsample_for_bin': 200000, 'subsample': 0.7573789166212535}",52,2383,1474.6686495100003
0.22294128769541877,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7130290753558383, 'learning_rate': 0.036747934658731204, 'min_child_samples': 50, 'num_leaves': 99, 'reg_alpha': 0.17982419113015302, 'reg_lambda': 0.16266016599625877, 'subsample_for_bin': 60000, 'subsample': 0.5572481448478814}",53,258,24.684268593002344
0.2408569357887277,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8355991111549521, 'learning_rate': 0.060173653076147145, 'min_child_samples': 100, 'num_leaves': 121, 'reg_alpha': 0.2743268101793396, 'reg_lambda': 0.6833952337348232, 'subsample_for_bin': 120000, 'subsample': 1.0}",54,16,4.622154292999767
0.2295225812475914,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8750657200055252, 'learning_rate': 0.10202562128506927, 'min_child_samples': 140, 'num_leaves': 142, 'reg_alpha': 0.02902039305196416, 'reg_lambda': 0.5466076793268512, 'subsample_for_bin': 260000, 'subsample': 0.8014588531327993}",55,47,12.58222160700825
0.22505541011836905,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6150875217476375, 'learning_rate': 0.020331566714012143, 'min_child_samples': 445, 'num_leaves': 118, 'reg_alpha': 0.43768351608894146, 'reg_lambda': 0.3426147495434635, 'subsample_for_bin': 180000, 'subsample': 0.8297379105583735}",56,1426,1751.1613778109895
0.22324309608865422,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6855152199428489, 'learning_rate': 0.011455321282765631, 'min_child_samples': 310, 'num_leaves': 109, 'reg_alpha': 0.31177607714280275, 'reg_lambda': 0.470193445075874, 'subsample_for_bin': 140000, 'subsample': 0.6377021976609041}",57,635,33.90979098500975
0.22237506569122711,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7317727705183518, 'learning_rate': 0.01748575515662752, 'min_child_samples': 120, 'num_leaves': 74, 'reg_alpha': 0.7044132068592052, 'reg_lambda': 0.04501314676014345, 'subsample_for_bin': 80000, 'subsample': 0.902331050895647}",58,407,28.556185601002653
0.2450629291239773,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6626540218048924, 'learning_rate': 0.01449766608305779, 'min_child_samples': 215, 'num_leaves': 31, 'reg_alpha': 0.2467280018527249, 'reg_lambda': 0.8695551207368045, 'subsample_for_bin': 160000, 'subsample': 1.0}",59,68,4.679108645010274
0.22515886343841285,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7555505949714361, 'learning_rate': 0.047372533821918035, 'min_child_samples': 185, 'num_leaves': 81, 'reg_alpha': 0.14736391064020654, 'reg_lambda': 0.23167093459076704, 'subsample_for_bin': 240000, 'subsample': 0.699527553263872}",60,135,13.990617682007723
0.22513288019908906,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6317602454802487, 'learning_rate': 0.05398352197459862, 'min_child_samples': 330, 'num_leaves': 88, 'reg_alpha': 0.8307895216858859, 'reg_lambda': 0.4072458652783025, 'subsample_for_bin': 200000, 'subsample': 0.7438010710868965}",61,183,12.531461018006667
0.22574726001997725,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8056323397689438, 'learning_rate': 0.07322094353198107, 'min_child_samples': 245, 'num_leaves': 70, 'reg_alpha': 0.5724920364300151, 'reg_lambda': 0.5499604617491566, 'subsample_for_bin': 60000, 'subsample': 0.6106900531056343}",62,290,2327.6069472980016
0.22758210701221926,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6456423601974427, 'learning_rate': 0.14433370670904172, 'min_child_samples': 160, 'num_leaves': 40, 'reg_alpha': 0.3895287189837135, 'reg_lambda': 0.6951457188017363, 'subsample_for_bin': 300000, 'subsample': 0.5481802751794371}",63,46,5.700073725995026
0.22382831509291168,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7034457640178634, 'learning_rate': 0.026596175662600353, 'min_child_samples': 290, 'num_leaves': 37, 'reg_alpha': 0.19345807174526722, 'reg_lambda': 0.13224004708920556, 'subsample_for_bin': 280000, 'subsample': 0.5082419935759162}",64,384,19.44258037400141
0.24349117709930623,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6010852808175633, 'learning_rate': 0.013176092884836758, 'min_child_samples': 420, 'num_leaves': 47, 'reg_alpha': 0.5152232552767562, 'reg_lambda': 0.8356121595833753, 'subsample_for_bin': 140000, 'subsample': 1.0}",65,75,7.622764727988397
0.22235258223595666,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6115209457580686, 'learning_rate': 0.01006861768741997, 'min_child_samples': 270, 'num_leaves': 66, 'reg_alpha': 0.35449614371078003, 'reg_lambda': 0.7881698519849974, 'subsample_for_bin': 120000, 'subsample': 0.9655548248099919}",66,813,51.6698099940113
0.2232830193426033,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6743980009111141, 'learning_rate': 0.010932027884187377, 'min_child_samples': 280, 'num_leaves': 77, 'reg_alpha': 0.3735455994761386, 'reg_lambda': 0.7612141156764125, 'subsample_for_bin': 100000, 'subsample': 0.9168422609744223}",67,645,46.5259695440036
0.22358931738076304,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6407959366885103, 'learning_rate': 0.015730326501582844, 'min_child_samples': 380, 'num_leaves': 54, 'reg_alpha': 0.45192807777494726, 'reg_lambda': 0.8811917764213856, 'subsample_for_bin': 80000, 'subsample': 0.9534068634637556}",68,507,30.56823551999696
0.22245599381786618,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6047976859693799, 'learning_rate': 0.01143376271869684, 'min_child_samples': 255, 'num_leaves': 58, 'reg_alpha': 0.3209533566363971, 'reg_lambda': 0.9283837359251232, 'subsample_for_bin': 120000, 'subsample': 0.8446709288851679}",69,814,44.3850054420036
0.2226082539261547,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6256033866333747, 'learning_rate': 0.025159257781447394, 'min_child_samples': 220, 'num_leaves': 95, 'reg_alpha': 0.6095228368487191, 'reg_lambda': 0.9812559625388164, 'subsample_for_bin': 160000, 'subsample': 0.8936200740413447}",70,288,23.17598118899332
0.2240536693099383,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6597700174247255, 'learning_rate': 0.04092683157624895, 'min_child_samples': 365, 'num_leaves': 89, 'reg_alpha': 0.39742008692587605, 'reg_lambda': 0.9478212889581195, 'subsample_for_bin': 120000, 'subsample': 0.7740365202006907}",71,189,12.362354672004585
0.2244792098240891,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7383766185608921, 'learning_rate': 0.012017625565900613, 'min_child_samples': 305, 'num_leaves': 64, 'reg_alpha': 0.2164639012729752, 'reg_lambda': 0.7250714818345331, 'subsample_for_bin': 100000, 'subsample': 0.8408785860802284}",72,599,32.65319525900122
0.22385176028906484,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6804367427779913, 'learning_rate': 0.010077630033810722, 'min_child_samples': 335, 'num_leaves': 79, 'reg_alpha': 0.4343168951282996, 'reg_lambda': 0.8026889012285053, 'subsample_for_bin': 180000, 'subsample': 0.7800172055652796}",73,854,40.67431222400046
0.2240628290992921,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7013062876327241, 'learning_rate': 0.02150659922501521, 'min_child_samples': 395, 'num_leaves': 100, 'reg_alpha': 0.2630928812626571, 'reg_lambda': 0.8935779213802928, 'subsample_for_bin': 140000, 'subsample': 0.7435215405020341}",74,452,21.13792531400395
0.22279990481034362,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6179271779531343, 'learning_rate': 0.018361615936310055, 'min_child_samples': 185, 'num_leaves': 113, 'reg_alpha': 0.10839811300204322, 'reg_lambda': 0.6657791044780978, 'subsample_for_bin': 40000, 'subsample': 0.997548328336252}",75,356,29.54805752899847
0.22363067153349236,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6386380299690064, 'learning_rate': 0.02880645318059863, 'min_child_samples': 210, 'num_leaves': 94, 'reg_alpha': 0.546706016507611, 'reg_lambda': 0.7193026758663591, 'subsample_for_bin': 80000, 'subsample': 0.6860726489561597}",76,277,22.420965298006195
0.22447529862749016,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6006786052816805, 'learning_rate': 0.01375980041757175, 'min_child_samples': 320, 'num_leaves': 85, 'reg_alpha': 0.4793292855239579, 'reg_lambda': 0.5273368557504992, 'subsample_for_bin': 160000, 'subsample': 0.5638103754026192}",77,2304,1996.7862572159938
0.22378081737781774,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7527359224199572, 'learning_rate': 0.015075246900614599, 'min_child_samples': 235, 'num_leaves': 73, 'reg_alpha': 0.7491547928982714, 'reg_lambda': 0.6177923197897295, 'subsample_for_bin': 100000, 'subsample': 0.6401031157705547}",78,454,29.041972410996095
0.24666841311033905,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7286390454364141, 'learning_rate': 0.03369401019175426, 'min_child_samples': 405, 'num_leaves': 51, 'reg_alpha': 0.5033588293074059, 'reg_lambda': 0.9962231278972664, 'subsample_for_bin': 220000, 'subsample': 1.0}",79,29,2.9789862930047093
