loss,params,iteration,estimators,train_time
0.22728451716082665,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9992179581555143, 'learning_rate': 0.02385303854756571, 'min_child_samples': 135, 'num_leaves': 82, 'reg_alpha': 0.29426285035594885, 'reg_lambda': 0.46584386903227787, 'subsample_for_bin': 60000, 'subsample': 0.9568454919338902}",80,237,22.566318116994807
0.22412281941073275,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6932908944203051, 'learning_rate': 0.016343594361341585, 'min_child_samples': 355, 'num_leaves': 107, 'reg_alpha': 0.15925543353690869, 'reg_lambda': 0.5720757086125542, 'subsample_for_bin': 140000, 'subsample': 0.8827834680651133}",81,504,25.615204332993017
0.22529767544664336,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9532014374511946, 'learning_rate': 0.02095845826763989, 'min_child_samples': 65, 'num_leaves': 70, 'reg_alpha': 0.6649826439076687, 'reg_lambda': 0.7656625574735549, 'subsample_for_bin': 120000, 'subsample': 0.8532321181830761}",82,372,28.522859891003463
0.22633243317845664,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7714546974839417, 'learning_rate': 0.01805798249496335, 'min_child_samples': 295, 'num_leaves': 88, 'reg_alpha': 0.34493061706360134, 'reg_lambda': 0.5956461296054092, 'subsample_for_bin': 100000, 'subsample': 0.7017142792654916}",83,1753,2140.3637017879955
0.22370063294317155,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6498158445010124, 'learning_rate': 0.01303681999103934, 'min_child_samples': 465, 'num_leaves': 131, 'reg_alpha': 0.6164394610709536, 'reg_lambda': 0.8300119136289628, 'subsample_for_bin': 80000, 'subsample': 0.8161358122952574}",84,694,26.637932858997374
0.24256117978103897,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6677777663657914, 'learning_rate': 0.037258611401117234, 'min_child_samples': 260, 'num_leaves': 45, 'reg_alpha': 0.0668859813331705, 'reg_lambda': 0.911628685210649, 'subsample_for_bin': 20000, 'subsample': 1.0}",85,26,3.419457138996222
0.22486541590681974,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8680275907964822, 'learning_rate': 0.010892188059064226, 'min_child_samples': 165, 'num_leaves': 92, 'reg_alpha': 0.20425873565305053, 'reg_lambda': 0.6656817700838542, 'subsample_for_bin': 40000, 'subsample': 0.6569258457101813}",86,603,45.6713815539988
0.23151035090255,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6211890589268305, 'learning_rate': 0.19562546098009076, 'min_child_samples': 275, 'num_leaves': 102, 'reg_alpha': 0.25328541987023867, 'reg_lambda': 0.4232175267534001, 'subsample_for_bin': 180000, 'subsample': 0.8272961180729217}",87,24,6.378847109008348
0.2254647276358004,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7125592040979181, 'learning_rate': 0.012108305702559196, 'min_child_samples': 190, 'num_leaves': 63, 'reg_alpha': 0.5278966354468699, 'reg_lambda': 0.8498905974148786, 'subsample_for_bin': 140000, 'subsample': 0.8285129672883337}",88,1801,1911.777407888003
0.22380329026492307,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8389256435073928, 'learning_rate': 0.02802670492044574, 'min_child_samples': 40, 'num_leaves': 58, 'reg_alpha': 0.5780622513277438, 'reg_lambda': 0.8061099310570232, 'subsample_for_bin': 200000, 'subsample': 0.7300180107288584}",89,253,17.989322168010403
0.24246917599747553,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7932804840746218, 'learning_rate': 0.019464672202929117, 'min_child_samples': 225, 'num_leaves': 110, 'reg_alpha': 0.6913356001937512, 'reg_lambda': 0.6241411373863794, 'subsample_for_bin': 220000, 'subsample': 1.0}",90,51,5.183169556999928
0.22343712940329752,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8212496932963989, 'learning_rate': 0.01537923336067886, 'min_child_samples': 110, 'num_leaves': 115, 'reg_alpha': 0.3773236868362096, 'reg_lambda': 0.3130250218312589, 'subsample_for_bin': 160000, 'subsample': 0.8695938005854}",91,398,37.7736552330025
0.22365475526056444,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6595567003352883, 'learning_rate': 0.02365498195851392, 'min_child_samples': 345, 'num_leaves': 98, 'reg_alpha': 0.43079740580135, 'reg_lambda': 0.9553876674253089, 'subsample_for_bin': 120000, 'subsample': 0.7882612431951815}",92,322,18.069799417993636
0.22452401710797487,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6338200657723788, 'learning_rate': 0.05298154114165086, 'min_child_samples': 435, 'num_leaves': 34, 'reg_alpha': 0.4045445606674787, 'reg_lambda': 0.2303613859537854, 'subsample_for_bin': 260000, 'subsample': 0.7625307722221801}",93,149,7.948357653003768
0.22313393729156217,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6098509696620155, 'learning_rate': 0.04539718936938781, 'min_child_samples': 140, 'num_leaves': 53, 'reg_alpha': 0.033925115608242684, 'reg_lambda': 0.2688433429689332, 'subsample_for_bin': 60000, 'subsample': 0.8193610190243273}",94,514,1643.0044632450008
0.22644168553666733,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9203155639442482, 'learning_rate': 0.034037019792972294, 'min_child_samples': 245, 'num_leaves': 121, 'reg_alpha': 0.815828023716325, 'reg_lambda': 0.4864476536727708, 'subsample_for_bin': 180000, 'subsample': 0.6115514630803142}",95,197,17.62111868899956
0.24516827176658174,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7451744725907691, 'learning_rate': 0.013622059885725549, 'min_child_samples': 320, 'num_leaves': 69, 'reg_alpha': 0.11785110763654272, 'reg_lambda': 0.3679663837707704, 'subsample_for_bin': 20000, 'subsample': 1.0}",96,73,5.53610431800189
0.22898658173569664,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6874931596013703, 'learning_rate': 0.17283984148670656, 'min_child_samples': 255, 'num_leaves': 38, 'reg_alpha': 0.23043103879952392, 'reg_lambda': 0.5695113647031265, 'subsample_for_bin': 300000, 'subsample': 0.5208045741538855}",97,46,5.3439431930019055
0.22524357494615999,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7772762149629445, 'learning_rate': 0.03094355533191666, 'min_child_samples': 175, 'num_leaves': 136, 'reg_alpha': 0.45912902555691715, 'reg_lambda': 0.7425746116037921, 'subsample_for_bin': 140000, 'subsample': 0.9424304989720513}",98,217,22.40023961100087
0.22608454207692452,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7209694814721654, 'learning_rate': 0.010032593539381402, 'min_child_samples': 205, 'num_leaves': 86, 'reg_alpha': 0.5609854450933277, 'reg_lambda': 0.44160250366692105, 'subsample_for_bin': 100000, 'subsample': 0.9671193678364164}",99,1788,2309.921481494006
0.2248286463570397,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7619444282175099, 'learning_rate': 0.038340150882747365, 'min_child_samples': 300, 'num_leaves': 76, 'reg_alpha': 0.9932451647371121, 'reg_lambda': 0.9978165889881401, 'subsample_for_bin': 160000, 'subsample': 0.535516509620738}",100,193,14.548416381992865
0.2221922935185321,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6446901872204956, 'learning_rate': 0.01700587257968122, 'min_child_samples': 100, 'num_leaves': 105, 'reg_alpha': 0.3144765012577449, 'reg_lambda': 0.5240354266092846, 'subsample_for_bin': 200000, 'subsample': 0.57229278240366}",101,399,34.37977085199964
0.2351298829985542,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6746203740417551, 'learning_rate': 0.017232636397192344, 'min_child_samples': 75, 'num_leaves': 105, 'reg_alpha': 0.3201427292552119, 'reg_lambda': 0.32998220707871684, 'subsample_for_bin': 240000, 'subsample': 1.0}",102,57,7.995786143001169
0.22413322147507886,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6265371857577785, 'learning_rate': 0.04302663724888238, 'min_child_samples': 100, 'num_leaves': 118, 'reg_alpha': 0.27484902619325857, 'reg_lambda': 0.40150506834681865, 'subsample_for_bin': 280000, 'subsample': 0.5730674302257865}",103,163,19.65666848400724
0.2219941663669236,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6425513705609915, 'learning_rate': 0.01461298603129433, 'min_child_samples': 45, 'num_leaves': 122, 'reg_alpha': 0.18404852424948126, 'reg_lambda': 0.5251436838116537, 'subsample_for_bin': 260000, 'subsample': 0.5812988110241895}",104,505,48.553849939999054
0.22318784084852306,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6995206329947554, 'learning_rate': 0.02267380854762759, 'min_child_samples': 25, 'num_leaves': 139, 'reg_alpha': 0.0019055515620829133, 'reg_lambda': 0.2012681086993221, 'subsample_for_bin': 280000, 'subsample': 0.5931706739309117}",105,338,39.60005000900128
0.2247250428399059,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7139723142155119, 'learning_rate': 0.014450112408272684, 'min_child_samples': 45, 'num_leaves': 145, 'reg_alpha': 0.18392583807547852, 'reg_lambda': 0.389548243144741, 'subsample_for_bin': 260000, 'subsample': 0.6822407956605016}",106,1511,2667.871695890004
0.23165135937029468,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6544762947076651, 'learning_rate': 0.12244562255934872, 'min_child_samples': 35, 'num_leaves': 129, 'reg_alpha': 0.09536483176651311, 'reg_lambda': 0.12322822992383337, 'subsample_for_bin': 300000, 'subsample': 0.6274297333115648}",107,37,11.508665025990922
0.22250290754161295,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6835929736728148, 'learning_rate': 0.026052847710655327, 'min_child_samples': 60, 'num_leaves': 127, 'reg_alpha': 0.1598056416115609, 'reg_lambda': 0.27024799899943996, 'subsample_for_bin': 240000, 'subsample': 0.6938558600433342}",108,288,32.13437853699725
0.2402838672760348,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6109789436703243, 'learning_rate': 0.07385154252679343, 'min_child_samples': 125, 'num_leaves': 134, 'reg_alpha': 0.8912651800842403, 'reg_lambda': 0.6653364029138698, 'subsample_for_bin': 280000, 'subsample': 1.0}",109,13,3.7260161390004214
0.22224039907066306,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6648371106562151, 'learning_rate': 0.012712441653843585, 'min_child_samples': 110, 'num_leaves': 121, 'reg_alpha': 0.025400719661339333, 'reg_lambda': 0.48324835511325187, 'subsample_for_bin': 300000, 'subsample': 0.6611885921623183}",110,509,46.570398006006144
0.2255484515148518,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8554826206573164, 'learning_rate': 0.018305172013984676, 'min_child_samples': 155, 'num_leaves': 149, 'reg_alpha': 0.945288267149812, 'reg_lambda': 0.3512373931363848, 'subsample_for_bin': 220000, 'subsample': 0.5039503341452917}",111,331,33.9442556980066
0.22416288939259565,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7428290083763662, 'learning_rate': 0.020321105908941647, 'min_child_samples': 80, 'num_leaves': 30, 'reg_alpha': 0.14194644542184676, 'reg_lambda': 0.45625782147447697, 'subsample_for_bin': 240000, 'subsample': 0.5736218142563329}",112,2359,1266.9407793629944
0.2213930715857806,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6355377882178675, 'learning_rate': 0.011592216878243654, 'min_child_samples': 50, 'num_leaves': 115, 'reg_alpha': 0.06682405867954772, 'reg_lambda': 0.5913175699353173, 'subsample_for_bin': 260000, 'subsample': 0.6773644398212174}",113,578,54.32218906500202
0.2214836088024128,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6391362482286923, 'learning_rate': 0.01148566305086505, 'min_child_samples': 20, 'num_leaves': 115, 'reg_alpha': 0.07448093147285585, 'reg_lambda': 0.5925651924477267, 'subsample_for_bin': 260000, 'subsample': 0.5433578347207606}",114,706,63.19975128099031
0.2393631211585482,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8124801221938623, 'learning_rate': 0.011387029608421261, 'min_child_samples': 90, 'num_leaves': 110, 'reg_alpha': 0.05865772960190453, 'reg_lambda': 0.5951891279930923, 'subsample_for_bin': 200000, 'subsample': 1.0}",115,87,10.708839882994653
0.2220680624713245,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6957954992303929, 'learning_rate': 0.016390597450186797, 'min_child_samples': 70, 'num_leaves': 101, 'reg_alpha': 0.7648695366524014, 'reg_lambda': 0.5463343979491124, 'subsample_for_bin': 220000, 'subsample': 0.5547750080811651}",116,448,42.03158743798849
0.22494439724207616,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8946456037963169, 'learning_rate': 0.010817482744833724, 'min_child_samples': 55, 'num_leaves': 140, 'reg_alpha': 0.0012021041612079036, 'reg_lambda': 0.6930774457744112, 'subsample_for_bin': 240000, 'subsample': 0.5406492082770096}",117,493,64.61694582700147
0.22961365139259937,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9687443819557514, 'learning_rate': 0.09009577137988588, 'min_child_samples': 125, 'num_leaves': 114, 'reg_alpha': 0.0828997178216956, 'reg_lambda': 0.4254478459823081, 'subsample_for_bin': 260000, 'subsample': 0.6699417922597397}",118,54,14.416937144997064
0.22367327229043565,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6001579993896382, 'learning_rate': 0.05134547912454986, 'min_child_samples': 25, 'num_leaves': 125, 'reg_alpha': 0.041243329116911864, 'reg_lambda': 0.64289025750603, 'subsample_for_bin': 280000, 'subsample': 0.7851275735969762}",119,428,2370.147877227995
0.22150103577825286,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6793555582477515, 'learning_rate': 0.011534486800395238, 'min_child_samples': 20, 'num_leaves': 117, 'reg_alpha': 0.10378152446525718, 'reg_lambda': 0.5702432482555942, 'subsample_for_bin': 200000, 'subsample': 0.59772064657028}",120,782,76.5269873149955
0.22636970962076253,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.706463961268761, 'learning_rate': 0.06018425497886046, 'min_child_samples': 90, 'num_leaves': 133, 'reg_alpha': 0.017913991781532676, 'reg_lambda': 0.5924061154723327, 'subsample_for_bin': 200000, 'subsample': 0.624192929994391}",121,102,17.67900653599645
0.23467210434614216,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7090295570051667, 'learning_rate': 0.012062309123013428, 'min_child_samples': 65, 'num_leaves': 144, 'reg_alpha': 0.1077104673916468, 'reg_lambda': 0.7195514762060797, 'subsample_for_bin': 240000, 'subsample': 1.0}",122,82,12.086088741998537
0.22260393385614408,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7293127525075407, 'learning_rate': 0.010500879148525752, 'min_child_samples': 145, 'num_leaves': 115, 'reg_alpha': 0.061629334805390894, 'reg_lambda': 0.4933882825832543, 'subsample_for_bin': 220000, 'subsample': 0.6799471223116575}",123,609,53.39976281298732
0.22327454078752673,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7996575528654947, 'learning_rate': 0.013613237758524984, 'min_child_samples': 50, 'num_leaves': 117, 'reg_alpha': 0.2097934550835647, 'reg_lambda': 0.5703516583545752, 'subsample_for_bin': 260000, 'subsample': 0.6515772469570458}",124,412,47.595344854998984
0.22978993640455647,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.675355317461636, 'learning_rate': 0.1017771734032665, 'min_child_samples': 20, 'num_leaves': 137, 'reg_alpha': 0.13083564562442324, 'reg_lambda': 0.5541227312143391, 'subsample_for_bin': 240000, 'subsample': 0.5240390200158414}",125,53,14.599428159999661
0.22846365203889807,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9122899983988719, 'learning_rate': 0.015550201971521916, 'min_child_samples': 110, 'num_leaves': 111, 'reg_alpha': 0.08405415021415324, 'reg_lambda': 0.7756897056124281, 'subsample_for_bin': 220000, 'subsample': 0.9383744231884142}",126,1049,2943.7223098219984
0.2230186052717018,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7616081393019478, 'learning_rate': 0.012641850087103824, 'min_child_samples': 80, 'num_leaves': 149, 'reg_alpha': 0.1685002818594759, 'reg_lambda': 0.6707382443243923, 'subsample_for_bin': 300000, 'subsample': 0.7050499676867238}",127,488,55.50302622000163
0.23353933839533725,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6352867546808757, 'learning_rate': 0.01119268248101811, 'min_child_samples': 20, 'num_leaves': 127, 'reg_alpha': 0.23289348819581884, 'reg_lambda': 0.7056541684085617, 'subsample_for_bin': 280000, 'subsample': 1.0}",128,89,14.694533155998215
0.22373195887241404,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7355847683782775, 'learning_rate': 0.024864840561387387, 'min_child_samples': 35, 'num_leaves': 130, 'reg_alpha': 0.29254281923334036, 'reg_lambda': 0.6151848693393768, 'subsample_for_bin': 200000, 'subsample': 0.5627311749640127}",129,268,32.13014626099903
0.22286088466425136,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7245360988225368, 'learning_rate': 0.027899149035982476, 'min_child_samples': 60, 'num_leaves': 119, 'reg_alpha': 0.0030691359399414864, 'reg_lambda': 0.6421213548462376, 'subsample_for_bin': 220000, 'subsample': 0.6205874260638746}",130,251,28.50399258399557
0.22279696721246733,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6550163244689572, 'learning_rate': 0.010048918826681394, 'min_child_samples': 130, 'num_leaves': 124, 'reg_alpha': 0.1493445178103341, 'reg_lambda': 0.4736004082375883, 'subsample_for_bin': 300000, 'subsample': 0.5953601905486571}",131,635,54.891481351995026
0.2235199278306491,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6213716083619483, 'learning_rate': 0.029542573116661933, 'min_child_samples': 100, 'num_leaves': 93, 'reg_alpha': 0.11950239654591868, 'reg_lambda': 0.29938916803970084, 'subsample_for_bin': 180000, 'subsample': 0.8669919954169997}",132,567,2275.0412821189966
0.22322377026209028,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7500639050040625, 'learning_rate': 0.018519368036503364, 'min_child_samples': 40, 'num_leaves': 142, 'reg_alpha': 0.09656363129994378, 'reg_lambda': 0.43335042200501095, 'subsample_for_bin': 260000, 'subsample': 0.728396562872627}",133,330,40.78820192499552
0.2321047465305629,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6807780126746957, 'learning_rate': 0.17387056856540192, 'min_child_samples': 175, 'num_leaves': 108, 'reg_alpha': 0.0443480237319437, 'reg_lambda': 0.3841466736502241, 'subsample_for_bin': 260000, 'subsample': 0.64738854688276}",134,23,8.557287208997877
0.24830219568499934,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6692717967748506, 'learning_rate': 0.14449496245062074, 'min_child_samples': 115, 'num_leaves': 105, 'reg_alpha': 0.01566279208649335, 'reg_lambda': 0.7412796249156125, 'subsample_for_bin': 180000, 'subsample': 1.0}",135,6,2.8904398839949863
0.22310767624197192,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.690487209154758, 'learning_rate': 0.0163061603757419, 'min_child_samples': 150, 'num_leaves': 97, 'reg_alpha': 0.20374328505447947, 'reg_lambda': 0.5319097527694625, 'subsample_for_bin': 200000, 'subsample': 0.5412357069653132}",136,423,34.24504335799429
0.22521989778773988,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9292675512368835, 'learning_rate': 0.011975034352161374, 'min_child_samples': 70, 'num_leaves': 135, 'reg_alpha': 0.2574321737142914, 'reg_lambda': 0.503822378989542, 'subsample_for_bin': 280000, 'subsample': 0.6856556214377375}",137,446,52.656643267007894
0.22579879218407117,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8280358393384879, 'learning_rate': 0.08463228595261447, 'min_child_samples': 50, 'num_leaves': 103, 'reg_alpha': 0.3538766328149454, 'reg_lambda': 0.4534416862434696, 'subsample_for_bin': 240000, 'subsample': 0.6619555422594923}",138,264,2212.56397268
0.22392036685898042,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7888594211177509, 'learning_rate': 0.022441584638491288, 'min_child_samples': 85, 'num_leaves': 112, 'reg_alpha': 0.06985077407420756, 'reg_lambda': 0.6258473760672203, 'subsample_for_bin': 300000, 'subsample': 0.6090648762103369}",139,235,26.497977662991616
0.22241598780002192,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6493641416802829, 'learning_rate': 0.019253080907642134, 'min_child_samples': 20, 'num_leaves': 116, 'reg_alpha': 0.27615673349712166, 'reg_lambda': 0.8199072684094663, 'subsample_for_bin': 220000, 'subsample': 0.7139188466906367}",140,403,39.42607756399957
0.24240840118353157,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8803596343413733, 'learning_rate': 0.014272351006252695, 'min_child_samples': 165, 'num_leaves': 132, 'reg_alpha': 0.2222952090468398, 'reg_lambda': 0.6811879164086624, 'subsample_for_bin': 260000, 'subsample': 1.0}",141,70,8.306724202993792
0.22300705568154966,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7779713528161122, 'learning_rate': 0.020448971370060468, 'min_child_samples': 35, 'num_leaves': 90, 'reg_alpha': 0.16951065988345365, 'reg_lambda': 0.5621284119344772, 'subsample_for_bin': 240000, 'subsample': 0.760899454685519}",142,353,30.31860729699838
0.22371952118266702,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6130930573475781, 'learning_rate': 0.013241302712474888, 'min_child_samples': 490, 'num_leaves': 82, 'reg_alpha': 0.11830018660432848, 'reg_lambda': 0.6497731036387118, 'subsample_for_bin': 280000, 'subsample': 0.7374891159357946}",143,879,31.88849092500459
0.22669668641783425,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7677062050877845, 'learning_rate': 0.010036861271033684, 'min_child_samples': 105, 'num_leaves': 123, 'reg_alpha': 0.04479310298632553, 'reg_lambda': 0.7927386538957766, 'subsample_for_bin': 160000, 'subsample': 0.5536864232575615}",144,2505,2718.4736945490004
0.2236083826256985,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7198911391724779, 'learning_rate': 0.017528917578808076, 'min_child_samples': 195, 'num_leaves': 128, 'reg_alpha': 0.24527351510077017, 'reg_lambda': 0.7641214168667048, 'subsample_for_bin': 200000, 'subsample': 0.5119139076355461}",145,409,33.52317205200961
0.22275207018710297,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6300039988955335, 'learning_rate': 0.032766510373051866, 'min_child_samples': 30, 'num_leaves': 96, 'reg_alpha': 0.6820481016827256, 'reg_lambda': 0.5822271699230237, 'subsample_for_bin': 160000, 'subsample': 0.5818628734376374}",146,224,21.648089185997378
0.22092296763999486,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6005898900169753, 'learning_rate': 0.015215012275859183, 'min_child_samples': 60, 'num_leaves': 99, 'reg_alpha': 0.7229715070595251, 'reg_lambda': 0.5196700172878068, 'subsample_for_bin': 140000, 'subsample': 0.599110396904227}",147,520,40.957068694988266
0.22084885220119166,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6173706584859816, 'learning_rate': 0.011817217669650637, 'min_child_samples': 60, 'num_leaves': 119, 'reg_alpha': 0.7236015767665098, 'reg_lambda': 0.5399137698506173, 'subsample_for_bin': 180000, 'subsample': 0.6315392784876358}",148,543,49.890207225005724
0.22151019083907209,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6069412935106776, 'learning_rate': 0.012619480379203614, 'min_child_samples': 135, 'num_leaves': 99, 'reg_alpha': 0.8002183335887301, 'reg_lambda': 0.6005473632599087, 'subsample_for_bin': 140000, 'subsample': 0.629573145544425}",149,593,43.94970166399435
0.22133654582105178,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.620148932572929, 'learning_rate': 0.015311985183727598, 'min_child_samples': 80, 'num_leaves': 108, 'reg_alpha': 0.7231925644421168, 'reg_lambda': 0.5371752595931166, 'subsample_for_bin': 180000, 'subsample': 0.6428222058936967}",150,441,38.80739220199757
0.2220778588420539,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6263229514388992, 'learning_rate': 0.015012489342394113, 'min_child_samples': 95, 'num_leaves': 108, 'reg_alpha': 0.7192362597758929, 'reg_lambda': 0.3319710628424125, 'subsample_for_bin': 180000, 'subsample': 0.6693746764895316}",151,451,38.97562172099424
0.22194299501831127,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6011407470982785, 'learning_rate': 0.021310460706729047, 'min_child_samples': 75, 'num_leaves': 120, 'reg_alpha': 0.8488364772311396, 'reg_lambda': 0.4115077516437179, 'subsample_for_bin': 120000, 'subsample': 0.641602460024234}",152,291,31.523251427002833
0.22214285312965487,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6625319207296101, 'learning_rate': 0.014022474811346457, 'min_child_samples': 120, 'num_leaves': 103, 'reg_alpha': 0.8762422488127809, 'reg_lambda': 0.5387162922132889, 'subsample_for_bin': 180000, 'subsample': 0.616960452453976}",153,496,45.308574063994456
0.2215017788030369,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6178370382858162, 'learning_rate': 0.015413801782156993, 'min_child_samples': 55, 'num_leaves': 113, 'reg_alpha': 0.6385809999013127, 'reg_lambda': 0.36639129015380745, 'subsample_for_bin': 160000, 'subsample': 0.696503294124335}",154,493,48.56438564599375
0.22113616357777344,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6070312091848411, 'learning_rate': 0.01073173746124502, 'min_child_samples': 85, 'num_leaves': 88, 'reg_alpha': 0.7564432993523054, 'reg_lambda': 0.5014476995097408, 'subsample_for_bin': 180000, 'subsample': 0.7190229608479357}",155,639,46.75234021099459
0.2219108820781701,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6061455656595126, 'learning_rate': 0.010609899498991807, 'min_child_samples': 145, 'num_leaves': 87, 'reg_alpha': 0.9050915211642976, 'reg_lambda': 0.5051236963083867, 'subsample_for_bin': 140000, 'subsample': 0.7539141819652203}",156,728,47.508952589007095
0.2224049967555194,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6165008424327527, 'learning_rate': 0.026759755850583742, 'min_child_samples': 160, 'num_leaves': 84, 'reg_alpha': 0.7425044068977414, 'reg_lambda': 0.43896590089682913, 'subsample_for_bin': 180000, 'subsample': 0.6330258919736426}",157,278,21.618349007010693
